Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Belgium,70.5209756097561,70.219512195122,70.0514634146342,70.7551219512195,70.6253658536586,70.7063414634146,71.0129268292683,70.6931707317073,70.7648780487805,70.9719512195122,71.0604878048781,71.4051219512195,71.6353658536586,71.9858536585366,71.9712195121951,72.119756097561,72.7739024390244,72.6980487804878,73.1936585365854,73.2070731707317,73.6217073170732,73.8880487804878,73.8690243902439,74.4048780487805,74.520243902439,74.7317073170732,75.3658536585366,75.5658536585366,75.6326829268293,76.0519512195122,76.1921951219512,76.3512195121951,76.3453658536585,76.6917073170732,76.8407317073171,77.1873170731707,77.3707317073171,77.4731707317073,77.619512195122,77.7219512195122,77.9731707317073,78.0756097560976,78.1292682926829,78.8780487804878,78.9804878048781,79.380487804878,79.7829268292683,79.6804878048781,79.9829268292683,80.1829268292683
Benin,37.7311951219512,38.1894146341463,38.6573414634146,39.1368536585366,39.6327317073171,40.148243902439,40.6808292682927,41.2281219512195,41.785756097561,42.35,42.9167317073171,43.4798048780488,44.0334878048781,44.5724878048781,45.0869024390244,45.5651463414634,46.0100487804878,46.4279268292683,46.8292682926829,47.2345853658537,47.6689268292683,48.1503414634146,48.6883170731707,49.2827804878049,49.9346829268293,50.6384634146342,51.3690243902439,52.0967317073171,52.7934634146341,53.42,53.9357073170732,54.3270243902439,54.5949756097561,54.7500731707317,54.8159512195122,54.8318048780488,54.8423170731707,54.8901463414634,54.9987804878049,55.188243902439,55.4664878048781,55.8143170731707,56.2080731707317,56.6331707317073,57.0659756097561,57.4833902439024,57.8673902439024,58.204512195122,58.4912682926829,58.7297073170732
Burkina Faso,34.9386341463415,35.4058780487805,35.8796585365854,36.3589512195122,36.837756097561,37.3090487804878,37.7683170731707,38.2165365853659,38.6577317073171,39.0968780487805,39.538512195122,39.9951707317073,40.4803414634146,41.0065853658537,41.6063902439024,42.3132926829268,43.130243902439,44.0397804878049,45.0133902439024,45.9975609756098,46.9283170731707,47.7496341463415,48.422,48.9243658536585,49.2512195121951,49.4175365853659,49.4722682926829,49.4629024390244,49.4198780487805,49.3656097560976,49.3164634146342,49.2779512195122,49.2596585365854,49.2777073170732,49.3383658536585,49.443512195122,49.5883414634146,49.7769268292683,50.0207073170732,50.3459268292683,50.7832195121951,51.3401951219512,52.0080731707317,52.7677804878049,53.5813170731707,54.4039024390244,55.1888048780488,55.9022926829268,56.5249756097561,57.0513902439024
Bangladesh,46.4579268292683,47.0839756097561,47.6924634146342,48.2554390243903,48.6895365853659,48.8954146341463,48.8381463414634,48.5367073170732,48.0515365853659,47.5254146341463,47.1385853658537,47.0343170731707,47.295512195122,47.9301219512195,48.8708048780488,49.9877317073171,51.1056829268293,52.0898292682927,52.8872926829268,53.4880487804878,53.9280243902439,54.3030731707317,54.6895609756098,55.1144390243903,55.5906585365854,56.1151951219512,56.6685853658537,57.2348780487805,57.8156585365854,58.4175609756098,59.0502682926829,59.7178536585366,60.4188048780488,61.1455365853659,61.8873902439024,62.6295609756098,63.3578780487805,64.0591463414634,64.7238292682927,65.3479756097561,65.9301707317073,66.4781707317073,67.0001463414634,67.4971951219512,67.9718536585366,68.4256341463415,68.8599756097561,69.2778536585366,69.6837804878049,70.0802926829268
Bulgaria,70.1956097560976,69.4919512195122,70.3092682926829,71.1212195121951,71.2939024390244,71.2234146341464,70.4139024390244,71.2251219512195,70.43,71.2563414634146,70.8736585365854,70.899512195122,71.3421951219512,71.2080487804878,71.049756097561,71.3948780487805,70.8160975609756,71.1846341463415,71.3082926829268,71.1575609756098,71.5719512195122,71.1860975609756,71.3863414634146,71.499756097561,71.2280487804878,71.7307317073171,71.5268292682927,71.6043902439024,71.7224390243903,71.6414634146342,71.5609756097561,71.4943902439024,71.3468292682927,71.2087804878049,71.0534146341464,70.8973170731707,70.3512195121951,71.0609756097561,71.4121951219512,71.6634146341463,71.7682926829268,71.8658536585366,72.0658536585366,72.5634146341463,72.5609756097561,72.6121951219512,72.6634146341463,72.9634146341463,73.4121951219512,73.5121951219512
Bahrain,53.4585121951219,54.8182682926829,56.1465853658537,57.4258780487805,58.6400731707317,59.7831219512195,60.858,61.8697317073171,62.8172926829268,63.6991951219512,64.5174878048781,65.2777073170732,65.9864146341464,66.6466097560976,67.2638292682927,67.8395609756098,68.3777804878049,68.8789756097561,69.3456097560976,69.7786585365854,70.1765853658537,70.5373658536586,70.864,71.16,71.4278780487805,71.6716829268293,71.8959512195122,72.1057073170732,72.3079756097561,72.507243902439,72.709512195122,72.9147317073171,73.1239024390244,73.337512195122,73.5550731707317,73.7750975609756,73.9916097560976,74.2030975609756,74.4060731707317,74.5994878048781,74.7818292682927,74.9540731707317,75.1177073170732,75.2732195121951,75.4221463414634,75.5664634146342,75.707756097561,75.847512195122,75.9877804878049,76.1275609756098
"Bahamas, The",63.072512195122,63.4080243902439,63.7370487804878,64.0590975609756,64.3746829268293,64.6837804878049,64.9873902439025,65.2850243902439,65.5766829268293,65.8638536585366,66.1455609756098,66.4222682926829,66.693,66.958756097561,67.2200243902439,67.4763170731707,67.7281219512195,67.9749512195122,68.2187804878049,68.4586097560976,68.6954146341463,68.9296829268293,69.1604634146342,69.387243902439,69.6106097560976,69.8290975609756,70.0427804878049,70.2496585365854,70.4477804878049,70.6306585365854,70.7918048780488,70.9296341463415,71.0481463414634,71.1548048780488,71.2625609756098,71.3904390243902,71.5498780487805,71.7478780487805,71.9843658536585,72.2542926829268,72.5450975609756,72.8412682926829,73.1272926829268,73.3946585365854,73.6388780487805,73.8584634146342,74.0594634146342,74.2474390243902,74.4239024390244,74.5923902439024
Bosnia and Herzegovina,60.9415853658537,61.5679756097561,62.1623414634146,62.7336829268293,63.292,63.8448536585366,64.3972926829268,64.9498536585366,65.5044878048781,66.0616341463415,66.6212195121951,67.1751463414634,67.7133902439025,68.2269268292683,68.7002682926829,69.1169024390244,69.4729268292683,69.7679512195122,70.0075853658537,70.2135853658537,70.4172682926829,70.6371707317073,70.8786829268293,71.1325609756098,71.3515853658537,71.4743658536585,71.4639268292683,71.318243902439,71.0656585365854,70.7832195121951,70.5728048780488,70.5180487804878,70.6691219512195,71.029512195122,71.5660975609756,72.2088048780488,72.8587317073171,73.4372926829268,73.9096341463415,74.2607317073171,74.5009268292683,74.6755853658537,74.8243658536585,74.9594878048781,75.0935365853659,75.2314390243902,75.3714878048781,75.5119756097561,75.6573658536585,75.8076829268293
Belarus,68.2126585365854,68.6358292682927,68.9920731707317,69.2899268292683,69.5374146341464,69.7346097560976,69.8816585365854,69.9826341463415,70.0451463414634,70.079243902439,70.093,70.0924146341464,70.0824390243902,70.0680731707317,70.0482682926829,70.0159024390244,69.9674146341464,69.9063170731707,69.8416341463415,69.8020243902439,69.8191707317073,69.9082195121951,70.0646585365854,70.2719268292683,70.9926829268293,71.549512195122,70.990243902439,71.3414634146341,71.5878048780488,70.8365853658537,70.3780487804878,70.0219512195122,68.9707317073171,68.7682926829268,68.4609756097561,68.6121951219512,68.4609756097561,68.4073170731707,67.9073170731707,68.9121951219512,68.5073170731707,68.0560975609756,68.5536585365854,68.9560975609756,68.8512195121951,69.4048780487805,70.2034146341464,70.4560975609756,70.4073170731707,70.4048780487805
Belize,60.5127804878049,61.0743414634146,61.6460487804878,62.2248292682927,62.8061219512195,63.3853414634146,63.9543902439025,64.5077073170732,65.0391951219512,65.5462682926829,66.0263170731707,66.4809024390244,66.9120975609756,67.324,67.718756097561,68.1020975609756,68.4781463414634,68.8470243902439,69.208756097561,69.5663658536585,69.919756097561,70.2642682926829,70.5892682926829,70.8831707317073,71.1313658536585,71.3173414634147,71.4305853658537,71.4656097560976,71.418487804878,71.2837317073171,71.0544146341463,70.7466097560976,70.3823902439024,69.9862926829268,69.5887804878049,69.2198048780488,68.9018536585366,68.6539024390244,68.489512195122,68.4188780487805,68.4441219512195,68.5443658536585,68.6971219512195,68.8848292682927,69.0863658536585,69.279487804878,69.452,69.5942195121951,69.7030731707317,69.7820487804878
Bermuda,,,,,68.8978048780488,,,,,70.29,,,,,,,,,,72.3046341463415,,,,,,,,,,,74.029512195122,,,,,,,,,77.8853658536585,77.8853658536585,78.0878048780488,78.3341463414634,78.4853658536586,78.6853658536586,78.8878048780488,78.9341463414634,79.2365853658537,79.3884390243903,79.2885365853658
Bolivia,42.4334390243902,42.7570487804878,43.0891463414634,43.4302195121951,43.7797804878049,44.1378048780488,44.5048048780488,44.879756097561,45.2636829268293,45.6555609756098,46.0553902439025,46.4632195121951,46.878512195122,47.3022926829268,47.7330243902439,48.1717317073171,48.6189024390244,49.0730243902439,49.5346097560976,50.0041463414634,50.4821463414634,50.9680975609756,51.4615365853659,51.9629268292683,52.4708048780488,52.9856585365854,53.5079756097561,54.0352682926829,54.5690487804878,55.1072926829268,55.6500243902439,56.198243902439,56.7494390243903,57.3051219512195,57.8632926829268,58.4249512195122,58.9886097560976,59.5542682926829,60.1214146341463,60.6900487804878,61.2591951219512,61.8288292682927,62.3989756097561,62.9686341463415,63.5397804878049,64.1149512195122,64.6941219512195,65.2738048780488,65.848,66.407756097561
Brazil,54.7187073170732,55.2356585365854,55.7513902439024,56.2629512195122,56.7673658536585,57.2656829268293,57.7579268292683,58.2406829268293,58.7080243902439,59.1505853658537,59.558,59.9248048780488,60.251512195122,60.5410975609756,60.800512195122,61.0391219512195,61.2708292682927,61.5064634146342,61.7549756097561,62.0202926829268,62.3043658536585,62.602243902439,62.9114634146342,63.2320731707317,63.5625609756098,63.9004634146341,64.2458292682927,64.5982195121951,64.9611951219512,65.3403170731707,65.7426829268293,66.1718048780488,66.6276829268293,67.1068292682927,67.6031951219512,68.1097317073171,68.6163902439024,69.1130975609756,69.5912926829268,70.0419756097561,70.4596097560976,70.845243902439,71.2018780487805,71.532,71.8396341463415,72.1317317073171,72.4148292682927,72.6954146341463,72.9780243902439,73.2641463414634
Barbados,61.2150975609756,61.6961707317073,62.1822682926829,62.6728780487805,63.1610243902439,63.6386341463415,64.0987317073171,64.5352682926829,64.9457804878049,65.331243902439,65.6951707317073,66.0440731707317,66.382487804878,66.7143902439024,67.0408048780488,67.3622195121951,67.6771463414634,67.9845609756098,68.2844634146341,68.5773658536585,68.8637804878049,69.1436829268293,69.4166097560976,69.6840243902439,69.9449512195122,70.2013658536585,70.4517804878049,70.6966829268293,70.9365853658537,71.1719512195122,71.4033414634146,71.6312195121951,71.8540975609756,72.0724878048781,72.2843902439025,72.4888048780488,72.6842195121951,72.8706585365854,73.0485853658537,73.219512195122,73.3839268292683,73.5463170731707,73.7071707317073,73.8680243902439,74.0303414634146,74.1931219512195,74.3564146341464,74.5191951219512,74.6824878048781,74.8452926829268
Brunei Darussalam,63.0489512195122,63.5759024390244,64.0761951219512,64.5483170731707,64.9922926829268,65.4121219512195,65.8143902439024,66.2051463414634,66.5884146341463,66.9651951219512,67.335512195122,67.6988536585366,68.0536829268293,68.4005365853659,68.7393902439024,69.071243902439,69.3960975609756,69.7134390243903,70.0248048780488,70.3296585365854,70.627512195122,70.9193658536585,71.2062195121951,71.4860731707317,71.7599268292683,72.0287804878049,72.2926341463415,72.5504878048781,72.8033414634146,73.0511951219512,73.2950487804878,73.5333902439024,73.767243902439,73.9970975609756,74.2229512195122,74.4443170731708,74.6621707317073,74.8755365853659,75.0854146341464,75.2888048780488,75.483243902439,75.6676829268293,75.8461707317073,76.0241219512195,76.2134634146341,76.4281219512195,76.6755609756098,76.956756097561,77.2682926829268,77.5982682926829
Bhutan,32.7310243902439,33.0941463414634,33.4522195121951,33.815756097561,34.2007317073171,34.6266585365854,35.1070243902439,35.6513414634146,36.2630975609756,36.9422926829268,37.6844146341463,38.4714878048781,39.2874878048781,40.1194146341463,40.9542926829268,41.7825853658537,42.6008292682927,43.406,44.1936341463415,44.9617073170732,45.7107317073171,46.447243902439,47.1772195121951,47.9066585365854,48.6390731707317,49.3814390243903,50.133756097561,50.8984878048781,51.6756829268293,52.4623170731707,53.2519268292683,54.040512195122,54.8260975609756,55.6091707317073,56.3997317073171,57.205756097561,58.035243902439,58.8886829268293,59.7620731707317,60.6503902439025,61.5466341463415,62.4358292682927,63.303,64.1361707317073,64.9184390243903,65.6379024390244,66.2930975609756,66.8850243902439,67.4166585365854,67.8924146341463
Botswana,50.9076341463415,51.2550243902439,51.5934146341463,51.928756097561,52.2725365853659,52.6357073170732,53.028243902439,53.4576341463415,53.9278780487805,54.4434634146342,55.0079024390244,55.6127317073171,56.244487804878,56.8937073170732,57.5489512195122,58.199243902439,58.8351219512195,59.4450975609756,60.0156829268293,60.5443658536585,61.0331219512195,61.4814390243902,61.8842926829268,62.2271951219512,62.5096585365854,62.7351951219512,62.8898292682927,62.9456341463415,62.8636829268293,62.5565853658537,61.924512195122,60.9384878048781,59.6189756097561,58.0273902439024,56.2361219512195,54.3361219512195,52.4746097560976,50.8123414634146,49.4864878048781,48.6936341463415,48.6103170731707,49.2434146341464,50.524512195122,52.3563170731707,54.5522195121951,56.8732682926829,59.0745609756098,60.9585853658537,62.4170975609756,63.4022926829268
Central African Republic,36.8957073170732,37.3187804878049,37.7603414634146,38.2253658536585,38.7258536585366,39.272756097561,39.8685609756098,40.512756097561,41.2023658536585,41.9354146341463,42.7084634146342,43.5080243902439,44.3146341463415,45.1117804878049,45.8814146341463,46.6079756097561,47.2814146341463,47.8912195121951,48.4244146341463,48.8725853658537,49.2318048780488,49.5076585365854,49.705756097561,49.8256341463415,49.8682926829268,49.8327317073171,49.7243902439024,49.548243902439,49.3122926829268,49.0175609756098,48.6640731707317,48.2573658536585,47.8099268292683,47.3362195121951,46.846243902439,46.3454878048781,45.8463658536585,45.3702926829268,44.9431463414634,44.5972926829268,44.3620731707317,44.2534146341464,44.2778048780488,44.4396829268293,44.7380975609756,45.1631219512195,45.6873902439024,46.284,46.9349756097561,47.6253170731707
Canada,71.3460975609756,71.3670731707317,71.3807317073171,71.7763414634146,71.8721951219512,72.0043902439024,72.2078048780488,72.3534146341463,72.5014634146341,72.7004878048781,73.0292682926829,72.9339024390244,73.1626829268293,73.2375609756098,73.5217073170732,73.8560975609756,74.2156097560976,74.529756097561,74.8663414634146,75.0780487804878,75.4785365853659,75.6804878048781,76.0363414634146,76.3175609756098,76.3034146341464,76.44,76.739512195122,76.8092682926829,77.0656097560976,77.3770731707317,77.5534146341464,77.3207317073171,77.6851219512195,77.8619512195122,77.9775609756098,78.2304878048781,78.4804878048781,78.6624390243902,78.8829268292683,79.2365853658537,79.4878048780488,79.590243902439,79.8390243902439,80.1414634146341,80.2926829268293,80.4187804878049,80.6343902439024,80.8253658536586,81.1114634146342,81.4129268292683
Switzerland,71.6448780487805,71.1960975609756,71.1875609756098,72.0778048780488,72.2017073170732,72.3356097560976,72.6365853658537,72.590243902439,72.6126829268293,73.020243902439,73.1307317073171,73.6443902439025,73.9409756097561,74.2870731707317,74.6656097560976,74.7853658536585,75.2380487804878,75.1873170731707,75.4660975609756,75.459268292683,75.6931707317073,76.0339024390244,76.0312195121951,76.6085365853659,76.7336585365854,76.8990243902439,77.1975609756098,77.2265853658537,77.4212195121951,77.2424390243902,77.5146341463415,77.8060975609756,78.0853658536586,78.35,78.4170731707317,78.8960975609756,79.079512195122,79.3243902439025,79.580487804878,79.6804878048781,80.1804878048781,80.3853658536585,80.5365853658537,81.0878048780488,81.2365853658537,81.490243902439,81.7414634146342,81.9926829268293,82.0439024390244,82.2463414634147
Channel Islands,70.7344146341463,70.8300975609756,70.9333170731707,71.0475853658537,71.1719268292683,71.2993414634146,71.4218536585366,71.5359756097561,71.6407073170732,71.7390487804878,71.836,71.9380487804878,72.0501707317073,72.1773658536585,72.3246097560976,72.4939024390244,72.685243902439,72.8931219512195,73.1160243902439,73.3449512195122,73.5739268292683,73.7959268292683,74.0064634146342,74.2065365853659,74.3981219512195,74.5877317073171,74.7818292682927,74.9854634146342,75.1985853658537,75.418243902439,75.6369268292683,75.8496829268293,76.053,76.2473902439024,76.4368536585366,76.6278780487805,76.827,77.0396585365854,77.2683414634146,77.514512195122,77.7781707317073,78.0557804878049,78.3398292682927,78.6253170731707,78.9032195121951,79.1665365853659,79.4108048780488,79.6330243902439,79.8327073170732,80.0103658536585
Chile,57.9863414634146,58.5153902439024,59.0464390243903,59.5780243902439,60.1100975609756,60.6432195121951,61.1753902439024,61.7075853658537,62.2383414634146,62.7681463414634,63.2965121951219,63.8229024390244,64.3473414634146,64.8698048780488,65.3888048780488,65.9053414634146,66.4179024390244,66.926512195122,67.4316585365854,67.9313414634146,68.4280731707317,68.9198536585366,69.4076585365854,69.891,70.3693902439024,70.8428048780488,71.310756097561,71.773243902439,72.229243902439,72.6787804878049,73.1213414634146,73.5584390243903,73.9885609756098,74.4127073170732,74.8303902439024,75.2416097560976,75.6463658536586,76.0446585365854,76.4359756097561,76.8208292682927,77.1987073170732,77.5695853658537,77.9329756097561,78.2893902439025,78.6382926829268,78.9791707317073,79.3135365853659,79.6409024390244,79.9608048780488,80.2758048780488
China,43.6733414634146,44.3983414634146,45.5788780487805,47.1895609756098,49.1393170731707,51.2821951219512,53.4298048780488,55.4275121951219,57.1918780487805,58.6808048780488,59.9079756097561,60.9593414634146,61.9064634146342,62.7681219512195,63.5586585365854,64.2825853658536,64.9365365853659,65.5232195121951,66.0496829268293,66.521512195122,66.9398536585366,67.307756097561,67.628756097561,67.9103658536585,68.1570731707317,68.3718048780488,68.5594390243903,68.7254390243903,68.8802926829269,69.030512195122,69.1820975609756,69.3396341463415,69.5092195121951,69.6999268292683,69.9264146341464,70.1998292682927,70.5226829268293,70.8904634146341,71.2971219512195,71.7304634146342,72.1757804878049,72.6148780487805,73.0331219512195,73.4199512195122,73.7669512195122,74.0717073170732,74.3404390243903,74.5832682926829,74.8032682926829,75.0074146341463
